intermediate,reward,epochs,dropout,layer_1,layer_2,regularization,activation,train_frac,test_frac,learning_rate,batch_size,preweight,optimizer,trialJobId
"[0.5458646616541353,0.7220499009348584]",0.7220499009348584,200,0.13338703940657715,31,20,0.015160413808534246,elu,0.7,0.15,0.06842836618051121,70,44,adam,Jlr9L
"[0.574937343358396,0.5098040575462962]",0.5098040575462962,200,0.14608721013598325,63,67,0.04396416303569696,elu,0.7,0.15,1.2938363935046716e-05,70,40,adam,DdfQm
"[0.5037593984962406,0.7030273581396356]",0.7030273581396356,200,0.07630672858503308,65,62,0.023233999648241223,tanh,0.7,0.15,0.00045223622209244606,70,47,adam,VxzEf
"[0.5393483709273182,0.7065126050420169]",0.7065126050420169,200,0.17209257956718862,39,111,0.026921726474148602,elu,0.7,0.15,0.012154306217877697,10,42,adam,HaWKc
"[0.5042606516290726,0.6931222098214286]",0.6931222098214286,200,0.10731076789754193,48,58,0.01793412135642379,elu,0.7,0.15,0.04468632879922556,70,37,adam,IQuW2
"[0.48020050125313285,0.7277456521635427]",0.7277456521635427,200,0.058098394152645366,62,83,0.010152360220209117,tanh,0.7,0.15,0.00027010561155627435,30,41,adam,X1gdJ
"[0.505764411027569,0.7126609848484848]",0.7126609848484848,200,0.18318001701916325,66,169,0.012580247545751502,elu,0.7,0.15,0.02000719830079373,50,39,SGD,W60Mk
"[0.5057644110275689,0.7289018583836839]",0.7289018583836839,200,0.1382764598062273,70,53,0.02481615902836854,relu,0.7,0.15,0.00017853456138133185,70,35,adam,FdaNN
"[0.5523809523809524,0.6424424159002332]",0.6424424159002332,200,0.12424393681248425,35,92,0.034939913402995175,elu,0.7,0.15,8.52018708586876e-05,70,46,adam,q62yb
"[0.42656641604010026,0.6303795322227194]",0.6303795322227194,200,0.16380015651594154,55,24,0.047992963895932744,tanh,0.7,0.15,0.30963418302512646,70,48,adam,azftt
"[0.6250626566416041,0.7135662402191184]",0.7135662402191184,200,0.09756667195080805,47,76,0.015568457914083072,elu,0.7,0.15,0.10129631281764472,30,33,adam,MzTgv
"[0.5213032581453635,0.6979518723422898]",0.6979518723422898,200,0.08046196481980018,24,101,0.01904488557073472,elu,0.7,0.15,0.00906017627251722,70,43,adam,goWEQ
"[0.5,0.6192649233541074]",0.6192649233541074,200,0.09035952468447057,51,40,0.052659972302465226,tanh,0.7,0.15,0.037347010210805796,50,38,adam,tFXga
"[0.512781954887218,0.732917453573803]",0.732917453573803,200,0.1961082317181665,59,95,0.02301857657109046,elu,0.7,0.15,3.1651995271622305e-05,10,40,adam,SbNOy
"[0.47017543859649125,0.7503824465008675]",0.7503824465008675,200,0.11294089316604324,73,47,0.00584467983107498,elu,0.7,0.15,0.013588030558627869,100,45,adam,xpr0c
"[0.5368421052631579,0.5031958966321385]",0.5031958966321385,200,0.15351868678085595,44,86,0.029410686171707456,tanh,0.7,0.15,0.00013951239236209242,70,36,SGD,oAohx
"[0.47568922305764405,0.7168236484877352]",0.7168236484877352,200,0.12754331540479721,68,28,0.020751151761142343,elu,0.7,0.15,0.0028197423680405586,70,44,adam,QMYNm
"[0.39248120300751876,0.642395733465872]",0.642395733465872,200,0.05230226145289172,75,33,0.016593575254150873,relu,0.7,0.15,0.21185083894193985,70,32,adam,rwZqe
"[0.5398496240601504,0.759802532348972]",0.759802532348972,200,0.06603360028577532,53,107,0.011423839323262373,elu,0.7,0.15,0.00459517979341958,10,31,adam,VAHjM
"[0.5007518796992482,0.7012828451218545]",0.7012828451218545,200,0.1886666586343646,39,17,0.013651868896051413,tanh,0.7,0.15,0.026262065356877626,30,41,adam,cZshe
"[0.5162907268170427,0.6311775197982094]",0.6311775197982094,200,0.17674446890654189,20,127,0.0090455223982198,elu,0.7,0.15,0.06888955695269114,50,34,adam,KqkeA
"[0.5027568922305765,0.6257346145426641]",0.6257346145426641,200,0.14483751496141348,29,73,0.02658417569174934,elu,0.7,0.15,0.00035543173604427394,70,46,adam,CRPQ6
"[0.5583959899749373,0.7099833045566405]",0.7099833045566405,200,0.10349198797789669,78,121,0.004085183419910653,tanh,0.7,0.15,0.0068054779249177,100,42,adam,d4ezr
"[0.5323308270676692,0.6838034041981411]",0.6838034041981411,200,0.16028793308240175,42,68,0.017841668142016327,elu,0.7,0.15,0.016679922632151473,70,48,adam,OO31D
"[0.5107769423558897,0.43292685780753654]",0.43292685780753654,200,0.086178766218016,33,79,0.007368238956706326,elu,0.7,0.15,2.406260516850539e-05,70,37,SGD,akV9X
"[0.5,0.6336963127786939]",0.6336963127786939,200,0.1349554472661409,60,113,0.06702239159518453,tanh,0.7,0.15,0.14250965527831885,10,39,adam,Vbhu9
"[0.4832080200501253,0.6797769972161852]",0.6797769972161852,200,0.12216803997522052,63,141,0.03282918248515424,elu,0.7,0.15,0.0006875029298809195,70,50,adam,w1xiK
"[0.5,0.6095412864831979]",0.6095412864831979,200,0.11475774189042298,70,150,0.024816362797148276,relu,0.7,0.15,0.048654197923968086,30,44,adam,OZ7S5
"[0.5413533834586467,0.6564212263431013]",0.6564212263431013,200,0.07297135772808827,14,104,0.0018435078828125274,elu,0.7,0.15,0.0013264362172303065,50,43,adam,LSXbB
"[0.49624060150375937,0.6754761904761905]",0.6754761904761905,200,0.20435306599388514,57,88,0.020335712971195085,tanh,0.7,0.15,0.011114967289618928,70,40,adam,gAkuq
"[0.6280701754385966,0.49577767924080324]",0.49577767924080324,200,0.1661835854328469,45,63,0.03756584945704233,elu,0.7,0.15,9.53845146751929e-06,100,35,adam,qtIUB
"[0.5140350877192983,0.6672501354854297]",0.6672501354854297,200,0.09481558838837191,51,43,0.015095523855371159,elu,0.7,0.15,0.08612945796646826,70,47,adam,LO6bd
"[0.5353383458646617,0.6936614391850491]",0.6936614391850491,200,0.10633724204419441,67,163,0.01086998549062522,tanh,0.7,0.15,0.003838079915604537,70,38,adam,HrlLw
"[0.5042606516290727,0.4735009617077622]",0.4735009617077622,200,0.14767366270698404,80,98,0.02812830740455735,elu,0.7,0.15,7.084504571885184e-05,5,29,SGD,dFnbB
"[0.5112781954887219,0.7549191391569692]",0.7549191391569692,200,0.06213947272761194,38,56,0.013129167494177987,elu,0.7,0.15,4.72315843042252e-05,70,41,adam,aIcti
"[0.45513784461152884,0.5824694466180534]",0.5824694466180534,200,0.1835656624492947,74,131,0.00020241032245196106,tanh,0.7,0.15,0.03259778716558527,10,46,adam,yXoOT
"[0.5303258145363409,0.674326954837076]",0.674326954837076,200,0.0806949106522523,64,37,0.021830855139615087,elu,0.7,0.15,0.019929336571648228,5,12,adam,qYxOw
"[0.5042606516290726,0.6855671218968066]",0.6855671218968066,200,0.04676860368911258,49,81,0.030537954891824145,elu,0.7,0.15,0.00022003752527632398,30,49,adam,Tnad0
"[0.5481203007518797,0.7159419433612981]",0.7159419433612981,200,0.2110439302917474,57,22,0.04034973559318568,relu,0.7,0.15,0.0016472222177269724,50,37,adam,k4U5X
"[0.5278195488721804,0.6683590102707749]",0.6683590102707749,200,0.15409637807268914,26,93,0.008326364549047487,tanh,0.7,0.15,0.008336870820259827,70,42,adam,e6ioz
"[0.487218045112782,0.761928482512102]",0.761928482512102,200,0.129673275907085,34,28,0.016794038818127983,elu,0.7,0.15,0.001014336712681801,5,33,adam,OKdXL
"[0.5416040100250628,0.6548651942758094]",0.6548651942758094,200,0.09366857961102576,46,108,0.01933012896133908,elu,0.7,0.15,0.015720225904158242,5,45,adam,gS8bX
"[0.44010025062656644,0.7130636640621161]",0.7130636640621161,200,0.05471320855807093,82,51,0.006130152301745935,tanh,0.7,0.15,0.11155378646950476,100,39,SGD,oohxG
"[0.4791979949874687,0.6837194366768525]",0.6837194366768525,200,0.17319420259342116,76,70,0.022691356713242183,elu,0.7,0.15,0.002203089269769603,70,43,adam,T8k7Q
"[0.4954887218045113,0.5886824424025642]",0.5886824424025642,200,0.1393174950108313,72,76,0.010539789063478801,elu,0.7,0.15,0.41680875086996894,5,30,adam,XE6ij
"[0.5047619047619047,0.7252487218663689]",0.7252487218663689,200,0.19811710752367173,90,187,0.003691465676915454,tanh,0.7,0.15,0.024462191449320627,70,34,adam,Rzc9t
"[0.5132832080200501,0.7382217137867293]",0.7382217137867293,200,0.1189899426980292,53,13,0.026266857576311926,elu,0.7,0.15,0.0004870529380537046,5,48,adam,ermZa
"[0.5213032581453634,0.653692346637858]",0.653692346637858,200,0.10762912602940501,41,118,0.04518231411893045,elu,0.7,0.15,0.00010381440543476059,70,38,adam,pryZL
"[0.5,0.6418481213680028]",0.6418481213680028,200,0.06570711153724512,68,46,0.03489773425000407,relu,0.7,0.15,0.006041726360003662,10,36,adam,OsOmL
"[0.5676691729323309,0.5655027929761015]",0.5655027929761015,200,0.04214470038030094,84,101,0.015068637476426882,tanh,0.7,0.15,0.0565148479011914,5,45,adam,AM6mi
"[0.5428571428571429,0.6862657486326716]",0.6862657486326716,200,0.07167892514500074,59,59,0.017495814120138654,elu,0.7,0.15,0.00030080807893377766,30,40,adam,EzVIG
"[0.5248120300751881,0.6548310075483302]",0.6548310075483302,200,0.16332646680415774,95,84,0.0314601122737068,elu,0.7,0.15,0.039561159790899504,50,50,adam,g1YqF
"[0.49824561403508777,0.6989819969308642]",0.6989819969308642,200,0.1353532002284443,77,10,0.012204437383674,tanh,0.7,0.15,0.011061579143266973,70,47,SGD,KPDu5
"[0.4741854636591478,0.6867418168346962]",0.6867418168346962,200,0.12623883288268903,19,32,0.009253459760814299,elu,0.7,0.15,0.003421595204260622,5,32,adam,KubAQ
"[0.4822055137844612,0.7270893986313395]",0.7270893986313395,200,0.08553801247977766,30,90,0.024080630158598355,elu,0.7,0.15,0.030269463477210653,100,42,adam,dygfv
"[0.6030075187969925,0.5577297159934732]",0.5577297159934732,200,0.18881280065970735,44,65,0.005390797319109483,tanh,0.7,0.15,0.2667090075571716,5,35,adam,w7yJ5
"[0.3704260651629073,0.6783301079314226]",0.6783301079314226,200,0.10033239302546809,62,19,0.02841062961735035,elu,0.7,0.15,0.1669907670260321,70,44,adam,kGZz1
"[0.49072681704260646,0.6746549528902471]",0.6746549528902471,200,0.1500104040452499,37,110,0.019563735349592375,elu,0.7,0.15,0.004858658544437622,5,41,adam,s1w5y
"[0.5513784461152882,0.6338621374340214]",0.6338621374340214,200,0.11562869074490864,124,97,0.0025957592318957296,relu,0.7,0.15,0.00015485248886801004,70,37,adam,YbNA0
"[0.5383458646616541,0.6799469544660484]",0.6799469544660484,200,0.16875633199430606,12,24,0.014053752816319988,tanh,0.7,0.15,1.9342969403707788e-05,5,39,adam,mKysk
"[0.5027568922305765,0.6810510118883129]",0.6810510118883129,200,0.0580328227737493,55,54,0.007674905626710294,elu,0.7,0.15,0.008596848924642018,70,52,adam,CHJCk
"[0.5839598997493735,0.5310637315900474]",0.5310637315900474,200,0.14282303522625336,91,39,0.02207089514543559,elu,0.7,0.15,0.0007549844297259253,10,36,SGD,VdGZ9
"[0.5,0.5947770711585274]",0.5947770711585274,200,0.014270986598218002,82,87,0.09829061286153579,tanh,0.7,0.15,0.014510725256899146,5,47,adam,VKrlr
"[0.4882205513784461,0.648389568782577]",0.648389568782577,200,0.17843765163753453,98,49,0.036725821606297226,elu,0.7,0.15,0.062441835729181196,30,49,adam,R4zi3
"[0.487218045112782,0.6926470588235294]",0.6926470588235294,200,0.15871093047782395,104,123,0.02555408064754623,elu,0.7,0.15,0.020611997126945746,70,43,adam,bTVb8
"[0.5754385964912281,0.7200372187567008]",0.7200372187567008,200,0.21622026796325994,50,74,0.01734817177712354,tanh,0.7,0.15,0.00257878491430675,50,27,adam,AXdKo
"[0.5045112781954887,0.6935667600373483]",0.6935667600373483,200,0.09408110800893697,118,81,5.3679283582921955e-05,elu,0.7,0.15,0.007340334691304175,5,51,adam,tKZSN
"[0.530827067669173,0.7010744810744811]",0.7010744810744811,200,0.12333003686288653,66,181,0.012030735663856191,elu,0.7,0.15,0.07184953097046938,100,45,adam,baNBP
"[0.5,0.5278063221024607]",0.5278063221024607,200,0.07487973852840227,23,35,0.03302784447889673,relu,0.7,0.15,0.04564881891018734,5,31,adam,KMJ0C
"[0.5383458646616541,0.6710606060606061]",0.6710606060606061,200,0.03183215025086171,110,113,0.04249991017250496,tanh,0.7,0.15,0.00011954510648706325,70,40,adam,kIrND
"[0.5634085213032581,0.5516990047478512]",0.5516990047478512,200,0.1318320298556737,87,103,0.03011107627015469,elu,0.7,0.15,3.978356555922831e-05,5,46,SGD,wup9r
"[0.4957393483709273,0.6996074516821815]",0.6996074516821815,200,0.10996184516834463,71,137,0.020904940237969016,elu,0.7,0.15,0.00040300055803842475,70,41,adam,EaTqI
"[0.5679197994987468,0.693529411764706]",0.693529411764706,200,0.08215103431371233,114,95,0.009671500559079529,tanh,0.7,0.15,0.009987148315367752,5,38,adam,LJmT1
"[0.5438596491228072,0.6611078778881136]",0.6611078778881136,200,0.042471724747680586,135,60,0.0043304427784159605,elu,0.7,0.15,0.00020826257551383555,70,34,adam,r6prp
"[0.4471177944862156,0.7350238396139706]",0.7350238396139706,200,0.22875597468620792,95,43,0.013597197089484075,elu,0.7,0.15,0.026549673573660275,10,43,adam,XKvld
"[0.3799498746867168,0.6073631679282837]",0.6073631679282837,200,0.002000931359442931,79,68,0.0240247941119975,tanh,0.7,0.15,0.0854548054929878,5,33,adam,sxmXG
"[0.6290726817042607,0.5964825731171051]",0.5964825731171051,200,0.1439719524322813,62,30,0.016239201290571034,elu,0.7,0.15,0.1222423305852743,70,49,adam,CogUL
"[0.5022556390977444,0.538443369991868]",0.538443369991868,200,0.197840447001559,127,14,0.028438960659403996,elu,0.7,0.15,1.165252590594421e-06,30,44,adam,icrlm
"[0.5373433583959899,0.7061788812845664]",0.7061788812845664,200,0.1807628554917332,33,154,0.00145370095491292,relu,0.7,0.15,0.0005884977589454605,50,39,adam,kWYfY
"[0.49022556390977445,0.7198123567608861]",0.7198123567608861,200,0.10149696208474256,46,92,0.018062923521041174,tanh,0.7,0.15,0.013343159804600045,5,35,adam,yrI4Z
"[0.5273182957393484,0.6828658437240659]",0.6828658437240659,200,0.05651074518393244,40,100,0.006188579643979994,elu,0.7,0.15,0.004276343546637726,5,42,SGD,A1g7m
"[0.518796992481203,0.6978000590418354]",0.6978000590418354,200,0.023801132836064158,108,79,0.007723875856281563,elu,0.7,0.15,0.0017457056299590918,70,46,adam,yyPqf
"[0.5092731829573935,0.6931998491137225]",0.6931998491137225,200,0.15538657046924834,120,106,0.026348577370100153,tanh,0.7,0.15,0.0010492820118390717,100,30,adam,hodN3
"[0.48771929824561405,0.6785444308739319]",0.6785444308739319,200,0.08728811893797514,102,27,0.03942191498415311,elu,0.7,0.15,6.091859529421293e-05,5,37,adam,GnwPW
"[0.5353383458646617,0.6713284243295019]",0.6713284243295019,200,0.06903755223160493,75,64,0.01507390445935715,elu,0.7,0.15,0.038133035928301036,70,41,adam,FkWTX
"[0.5543859649122808,0.6728567274520649]",0.6728567274520649,200,0.048697678389726606,92,115,0.010721300459543406,tanh,0.7,0.15,7.72301078813703e-06,5,48,adam,pgAfq
"[0.5533834586466165,0.6764830002513826]",0.6764830002513826,200,0.17004973787479993,54,87,0.01980762399280499,elu,0.7,0.15,0.01796943795456771,70,36,adam,Jv4Mk
"[0.4837092731829574,0.770995115995116]",0.770995115995116,200,0.2415592561492974,68,128,0.022267918131985715,elu,0.7,0.15,0.002666012970353704,10,38,adam,SPF2N
"[0.5087719298245614,0.5440760997942061]",0.5440760997942061,200,0.27950980905558764,68,140,0.03407171360939189,relu,0.7,0.15,0.001963817026764967,10,31,SGD,nbCH5
"[0.5020050125313282,0.7195724355235742]",0.7195724355235742,200,0.24946107202268017,64,153,0.03626162436483067,elu,0.7,0.15,0.0032804918279632548,10,28,adam,wXVWr
"[0.5052631578947369,0.6871299606548783]",0.6871299606548783,200,0.24179556476773592,59,148,0.029461836069581797,tanh,0.7,0.15,0.001344984128328637,10,33,adam,NGpfK
"[0.5152882205513785,0.7410712454684978]",0.7410712454684978,200,0.2625462881273551,74,147,0.023215411677190045,elu,0.7,0.15,0.0025745638363877167,10,10,adam,uv1FU
"[0.46917293233082713,0.7224720047431928]",0.7224720047431928,200,0.2976975676570225,69,134,0.031931743942115495,elu,0.7,0.15,0.00024384872413237452,10,40,adam,b0g8U
"[0.5007518796992482,0.6899153940240228]",0.6899153940240228,200,0.28360255588172706,58,158,0.024602655770989128,tanh,0.7,0.15,0.0009079529281101846,10,38,adam,BIsSr
"[0.5,0.6098994404560115]",0.6098994404560115,200,0.22293102825403677,52,131,0.08824836835415291,elu,0.7,0.15,0.0012776072003683526,10,44,adam,Ljkh6
"[0.5263157894736843,0.71484375]",0.71484375,200,0.27113026921755834,62,126,0.022249725454561362,elu,0.7,0.15,0.005718876213981086,10,35,adam,mt1Zd
"[0.5105263157894736,0.7112122232044594]",0.7112122232044594,200,0.2412176431401071,72,141,0.04898980004108018,tanh,0.7,0.15,0.0018341429140142714,10,47,adam,RFYat
"[0.6080200501253132,0.6432653383934219]",0.6432653383934219,200,0.25540506264667107,66,121,0.027652685751549763,elu,0.7,0.15,0.002750139176238804,10,51,SGD,kk9wh
"[0.5197994987468672,0.7171075712481961]",0.7171075712481961,200,0.31034416681352717,57,137,0.0024633495989844333,relu,0.7,0.15,0.0005732994466964465,10,37,adam,ZHvlP
"[0.5809523809523809,0.6558836854579889]",0.6558836854579889,200,0.2367678385595214,48,130,0.0779035557448441,elu,0.7,0.15,0.0007923415657876815,10,32,adam,OW9Xd
"[0.550375939849624,0.7201476838902716]",0.7201476838902716,200,0.23551301696143573,79,126,0.012371372015225587,tanh,0.7,0.15,0.0036935399853516163,10,42,adam,WkNxI
"[0.5388471177944862,0.7198174340816562]",0.7198174340816562,200,0.2654672745474011,65,143,0.018387810333581868,elu,0.7,0.15,0.0014900840054009837,10,45,adam,vVwSE
"[0.5959899749373434,0.7249314094342745]",0.7249314094342745,200,0.25805913241224954,82,124,0.014045828403184359,elu,0.7,0.15,0.00542347847451615,10,39,adam,Vijps
"[0.45814536340852124,0.7139854538306551]",0.7139854538306551,200,0.27684399384584757,70,128,0.03789446586397021,tanh,0.7,0.15,0.0003997780389831401,10,34,adam,VKqbw
"[0.5418546365914787,0.750910005027652]",0.750910005027652,200,0.22829443720819484,42,173,0.009493563335179518,elu,0.7,0.15,0.0010179546730283912,10,41,adam,LCLBn
"[0.5,0.6775587509111116]",0.6775587509111116,200,0.2961739590183067,53,120,0.05845745262032778,elu,0.7,0.15,0.004166731728181466,10,29,adam,uV2BE
"[0.5423558897243108,0.6667090715879558]",0.6667090715879558,200,0.21312173808676366,76,135,0.00012665231426739303,tanh,0.7,0.15,0.002114627929224811,10,53,SGD,M7KEg
"[0.5112781954887218,0.772034516910678]",0.772034516910678,200,0.25318603865249545,49,145,0.004571676154775446,elu,0.7,0.15,0.006564670337031319,10,25,adam,u9HgX
"[0.5213032581453635,0.6798018790849673]",0.6798018790849673,200,0.3173188373856102,33,164,0.0015988360945640243,relu,0.7,0.15,9.509013927925211e-05,10,27,adam,A2b0P
"[0.4827067669172932,0.7282134917268189]",0.7282134917268189,200,0.32003205476409896,28,180,0.005127810272979582,elu,0.7,0.15,0.0081394803364688,10,12,adam,jIW1h
"[0.487218045112782,0.6306638628080753]",0.6306638628080753,200,0.26979007170101954,17,168,0.003137404569494406,tanh,0.7,0.15,0.0002970116287777356,10,54,adam,EpBl8
"[0.39498746867167916,0.5973742346101835]",0.5973742346101835,200,0.21934549914371948,24,184,0.000675912175576783,elu,0.7,0.15,0.20726734744475483,10,15,adam,WS59L
"[0.5107769423558898,0.6487282924884709]",0.6487282924884709,200,0.2495970357406369,40,172,0.006943050809577094,elu,0.7,0.15,1.59521794390216e-05,10,17,adam,WQP4p
"[0.5012531328320802,0.696292730317498]",0.696292730317498,200,0.3294403621018293,47,190,0.0029491012672695285,tanh,0.7,0.15,0.00016652315408134967,10,14,adam,fjk9k
"[0.45814536340852136,0.7312488635525092]",0.7312488635525092,200,0.2879466232487274,44,159,0.004833943506092648,elu,0.7,0.15,0.02143307792947445,10,20,adam,XytfC
"[0.5208020050125313,0.6726079353308123]",0.6726079353308123,200,0.20303953285734966,29,157,0.007474246193357035,elu,0.7,0.15,0.012958600444765454,10,19,SGD,TeDkJ
"[0.5228070175438596,0.7169817467309161]",0.7169817467309161,200,0.30519001584579986,36,194,0.00522739980872375,tanh,0.7,0.15,0.05080130435977486,10,22,adam,eAPoX
"[0.48471177944862154,0.644797794117647]",0.644797794117647,200,0.2062239916774603,49,152,0.008386106375204514,elu,0.7,0.15,7.998469066690472e-05,5,16,adam,CmcuI
"[0.4807017543859649,0.7338028127917834]",0.7338028127917834,200,0.2912153819922778,36,178,0.0001040457528009896,relu,0.7,0.15,0.03235828068189461,30,18,adam,sH0Gt
